Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Make.and.Model,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total.Occupants,Aircraft.Size,Destroyed.Flag
20010504X00878,Accident,SEA01WA078,2001-04-25,"BELLA BELLA, BC, CANADA",Canada,,,,,CESSNA TR182,Non-Fatal,SUBSTANTIAL,Airplane,N736ZT,CESSNA,TR182,No,,NAN,"Non-U.S., Non-Commercial",,UNKNOWN,,0.0,0.0,0.0,1.0,,NAN,Foreign,,1.0,Small,0
20010503X00870,Accident,MIA01WA133,2001-04-28,"ROQUE PEREZ, Argentina",Argentina,-35.4775,-59.275278,,,CESSNA 208B,Fatal(10),DESTROYED,Airplane,,CESSNA,208B,No,,NAN,Part 129: Foreign,NSCH,NAN,,10.0,0.0,0.0,0.0,IMC,NAN,Foreign,,10.0,Small,1
20010521X00976,Accident,MIA01WA141,2001-05-12,"MALDON ESSEX, UNITED KINGDOM",United Kingdom,,,,,PIPER PA-24-250,Fatal(2),SUBSTANTIAL,Airplane,,PIPER,PA-24-250,No,,NAN,Part 91: General Aviation,,NAN,,2.0,0.0,0.0,0.0,VMC,NAN,Foreign,,2.0,Small,0
20010517X00948,Accident,WAS01WA007,2001-05-15,"ZUMATLAN, Mexico",Mexico,17.95,-100.916667,,,CESSNA 182,Fatal(2),DESTROYED,Airplane,,CESSNA,182,No,,NAN,"Non-U.S., Non-Commercial",,PERSONAL,,2.0,0.0,0.0,0.0,IMC,NAN,Foreign,,2.0,Small,1
20081006X73142,Accident,LAX01FA308,2001-06-03,"LYTLE CREEK, CA",United States,34.241389,-117.539722,,,PIPER PA-28-181,Fatal(1),SUBSTANTIAL,Airplane,N8253W,PIPER,PA-28-181,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,1.0,0.0,0.0,0.0,VMC,MANEUVERING,Probable Cause,14-01-2009,1.0,Small,0
20010712X01388,Accident,WAS01RA013,2001-07-03,"SAN IGNACIO, Bolivia",Bolivia,,,,,CESSNA U206G,Fatal(2),DESTROYED,Airplane,,CESSNA,U206G,No,,NAN,"Non-U.S., Non-Commercial",,PERSONAL,,2.0,2.0,0.0,0.0,VMC,NAN,Foreign,,4.0,Small,1
20010706X01313,Accident,CHI01LA193,2001-07-04,"TAYLORVILLE, IL",United States,,,,,CESSNA 182,Non-Fatal,SUBSTANTIAL,Airplane,N5142D,CESSNA,182,No,1.0,RECIPROCATING,Part 91: General Aviation,,SKYDIVING,,0.0,0.0,0.0,1.0,VMC,DESCENT,Probable Cause,10-12-2014,1.0,Small,0
20010711X01377,Accident,WAS01RA012,2001-07-10,"LA PAZ, BOLIVIA",Bolivia,-17.5,-68.5,,,CESSNA 208B,Non-Fatal,SUBSTANTIAL,Airplane,,CESSNA,208B,No,,NAN,"Non-U.S., Commercial",SCHD,NAN,,0.0,7.0,6.0,0.0,VMC,NAN,Foreign,,13.0,Small,0
20010823X01761,Accident,IAD01FA097,2001-08-14,"MCGAHEYSVILLE, VA",United States,38.391389,-43.969167,,,CESSNA 150,Fatal(2),SUBSTANTIAL,Airplane,N63351,CESSNA,150,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,2.0,0.0,0.0,0.0,VMC,DESCENT,Probable Cause,15-03-2011,2.0,Small,0
20010830X01835,Accident,FTW01LA200,2001-08-18,"SALADO, TX",United States,30.920556,-97.623056,,,CESSNA 182A,Non-Fatal,SUBSTANTIAL,Airplane,N4795D,CESSNA,182A,No,1.0,RECIPROCATING,Part 91: General Aviation,,SKYDIVING,,0.0,0.0,0.0,5.0,VMC,DESCENT,Probable Cause,10-12-2014,5.0,Small,0
20011019X02116,Accident,FTW02LA009,2001-10-06,"CHICKASHA, OK",United States,35.062778,-97.895277,,,CESSNA 182A,Non-Fatal,SUBSTANTIAL,Airplane,N3862D,CESSNA,182A,No,1.0,RECIPROCATING,Part 91: General Aviation,,SKYDIVING,,0.0,0.0,1.0,1.0,VMC,APPROACH,Probable Cause,10-12-2014,2.0,Small,0
20020109X00049,Accident,WAS02WA015,2002-01-07,"Tarapoto, Peru",Peru,,,,,PIPER PA-30,Non-Fatal,DESTROYED,Airplane,,PIPER,PA-30,No,,NAN,"Non-U.S., Commercial",NSCH,NAN,,0.0,0.0,0.0,6.0,VMC,NAN,Foreign,,6.0,Small,1
20020123X00101,Accident,FTW02LA067,2002-01-15,"IRAAN, TX",United States,30.905556,-101.891944,2F0,Iraan Municipal Airport,CESSNA 172,Non-Fatal,SUBSTANTIAL,Airplane,N509R,CESSNA,172,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,01-02-2016,1.0,Small,0
20020220X00235,Accident,WAS02WA019,2002-02-12,"SANTA ELENA, VENEZUELA",Venezuela,,,,,CESSNA 182,Non-Fatal,SUBSTANTIAL,Airplane,,CESSNA,182,No,,NAN,"Non-U.S., Commercial",NSCH,NAN,,0.0,0.0,4.0,0.0,VMC,NAN,Foreign,,4.0,Small,0
20020221X00240,Accident,WAS02RA021,2002-02-13,"CACKCHILA, Guatemala",Guatemala,,,,,CESSNA U206,Fatal(2),DESTROYED,Airplane,,CESSNA,U206,No,,NAN,"Non-U.S., Commercial",NSCH,NAN,,2.0,0.0,0.0,0.0,VMC,NAN,Foreign,,2.0,Small,1
20020220X00238,Accident,DEN02LA025,2002-02-17,"DURANGO, CO",United States,,,00C,Animas Air Park,CESSNA 172N,Non-Fatal,SUBSTANTIAL,Airplane,N4642J,CESSNA,172N,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,08-04-2013,1.0,Small,0
20020306X00311,Accident,WAS02WA026,2002-02-23,"San Antonio, Peru",Peru,4.816667,-76.7,,,CESSNA U206G,Fatal(2),DESTROYED,Airplane,,CESSNA,U206G,,,NAN,"Non-U.S., Commercial",NSCH,NAN,,2.0,1.0,2.0,0.0,VMC,NAN,Foreign,,5.0,Small,1
20020509X00646,Accident,FTW02WA140,2002-03-22,"Tegucigalpa, Honduras",Honduras,,,,,CESSNA 152,Fatal(2),DESTROYED,Airplane,,CESSNA,152,No,,NAN,"Non-U.S., Non-Commercial",,INSTRUCTIONAL,,2.0,0.0,0.0,0.0,VMC,NAN,Foreign,,2.0,Small,1
20020404X00458,Accident,WAS02WA031,2002-04-01,"Newport, United Kingdom",United Kingdom,,,,,PIPER PA-38-112,Fatal(2),DESTROYED,Airplane,,PIPER,PA-38-112,No,,NAN,"Non-U.S., Non-Commercial",,PERSONAL,,2.0,0.0,0.0,0.0,VMC,NAN,Foreign,,2.0,Small,1
20020509X00648,Accident,FTW02WA145,2002-04-05,"SANTA ANA, Bolivia",Bolivia,,,,,CESSNA U206G,Fatal(4),DESTROYED,Airplane,,CESSNA,U206G,No,,NAN,"Non-U.S., Commercial",NSCH,NAN,,4.0,0.0,0.0,0.0,,NAN,Foreign,,4.0,Small,1
20020422X00562,Accident,FTW02LA121,2002-04-13,"CONWAY, AR",United States,35.054722,-92.353889,AR88,Poe's Airport,CESSNA 182A,Non-Fatal,SUBSTANTIAL,Airplane,N4090D,CESSNA,182A,No,1.0,RECIPROCATING,Part 91: General Aviation,,SKYDIVING,,0.0,1.0,0.0,4.0,VMC,GO-AROUND,Probable Cause,30-10-2016,5.0,Small,0
20020509X00649,Accident,FTW02WA144,2002-05-07,"MAMAYAC, Ecuador",Ecuador,-2.058889,-77.698889,,,CESSNA 172,Fatal(4),DESTROYED,Airplane,,CESSNA,172,No,,NAN,"Non-U.S., Commercial",NSCH,NAN,,4.0,0.0,0.0,0.0,VMC,NAN,Foreign,,4.0,Small,1
20020716X01141,Accident,CHI02CA191,2002-07-13,"MECOSTA, MI",United States,43.629167,-85.2625,MI,Mecosta,CESSNA 150H,Non-Fatal,SUBSTANTIAL,Airplane,N6912S,CESSNA,150H,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,TAKEOFF,Probable Cause,13-05-2003,2.0,Small,0
20020726X01232,Accident,CHI02CA211,2002-07-18,"SPEARFISH, SD",United States,44.480278,-103.783056,SPF,Black Hills-Clyde Ice Field,CESSNA 172N,Non-Fatal,SUBSTANTIAL,Airplane,N1373E,CESSNA,172N,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,TAKEOFF,Probable Cause,09-09-2002,1.0,Small,0
20020731X01275,Accident,CHI02CA214,2002-07-20,"LARETTO, MN",United States,45.081111,-93.668334,MN66,INGLESIDE,CESSNA 182A,Non-Fatal,SUBSTANTIAL,Airplane,N6321B,CESSNA,182A,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,3.0,VMC,LANDING,Probable Cause,13-05-2003,3.0,Small,0
20020725X01215,Accident,FTW02WA213,2002-07-21,"Guachochi, Mexico",Mexico,26.75,-107.5,,,CESSNA 206,Fatal(6),DESTROYED,Airplane,,CESSNA,206,No,,NAN,"Non-U.S., Non-Commercial",,PERSONAL,,6.0,0.0,0.0,0.0,VMC,NAN,Foreign,,6.0,Small,1
20020725X01214,Accident,FTW02WA215,2002-07-24,"Urrao, Colombia",Colombia,6.333333,-76.166667,,,CESSNA T210M,Fatal(3),DESTROYED,Airplane,,CESSNA,T210M,No,,NAN,"Non-U.S., Non-Commercial",,PERSONAL,,3.0,3.0,0.0,0.0,VMC,NAN,Foreign,,6.0,Small,1
20020807X01321,Accident,FTW02WA229,2002-07-28,"PUERTO PORTILLO, PERU",Peru,-10.031111,-73.093333,,,CESSNA T210N,Non-Fatal,SUBSTANTIAL,Airplane,,CESSNA,T210N,No,,NAN,"Non-U.S., Commercial",SCHD,NAN,,0.0,0.0,3.0,3.0,VMC,NAN,Foreign,,6.0,Small,0
20020829X01479,Accident,FTW02WA241,2002-08-12,"TINAQUILLO, VENEZUELA",Venezuela,10.503333,-68.288889,,,CESSNA 172N,Non-Fatal,SUBSTANTIAL,Airplane,,CESSNA,172N,No,,NAN,"Non-U.S., Non-Commercial",,BUSINESS,,0.0,1.0,2.0,0.0,VMC,NAN,Foreign,,3.0,Small,0
20020828X01471,Accident,CHI02CA248,2002-08-14,"RAY, ND",United States,48.177778,-103.642222,XXX,PRIVATE AIRSTRIP,PIPER PA-25-235,Non-Fatal,SUBSTANTIAL,Airplane,N7634Z,PIPER,PA-25-235,No,1.0,RECIPROCATING,Part 137: Agricultural,,AERIAL APPLICATION,,0.0,0.0,0.0,1.0,VMC,TAKEOFF,Probable Cause,20-09-2002,1.0,Small,0
20020910X01576,Accident,ANC02FA107,2002-08-27,"KODIAK, AK",United States,57.646111,-153.307222,,,CESSNA A185F,Fatal(2),SUBSTANTIAL,Airplane,N7300R,CESSNA,A185F,No,1.0,RECIPROCATING,Part 135: Air Taxi & Commuter,NSCH,NAN,C-air,2.0,2.0,0.0,0.0,VMC,APPROACH,Probable Cause,21-05-2013,4.0,Small,0
20020906X01543,Accident,FTW02CA249,2002-09-04,"GRAHAM, TX",United States,33.111667,-98.554167,E15,GRAHAM MUNI,PIPER PA-28-161,Non-Fatal,SUBSTANTIAL,Airplane,N9855S,PIPER,PA-28-161,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,01-04-2003,1.0,Small,0
20020918X05174,Accident,FTW02WA260,2002-09-09,"SAN SALVADOR, El Salvador",El Salvador,,,,,CESSNA 310R,Fatal(5),DESTROYED,Airplane,,CESSNA,310R,No,,NAN,"Non-U.S., Non-Commercial",,EXECUTIVE/CORPORATE,,5.0,0.0,0.0,0.0,VMC,NAN,Foreign,,5.0,Small,1
20021018X05339,Accident,CHI02CA287,2002-09-17,"DODGE CENTER, MN",United States,44.018056,-92.831389,,,CESSNA 150G,Non-Fatal,SUBSTANTIAL,Airplane,N2870S,CESSNA,150G,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,13-05-2003,1.0,Small,0
20021021X05346,Accident,SEA02LA184,2002-09-28,"Estacada, OR",United States,45.303056,-122.359722,,,CESSNA 182,Non-Fatal,DESTROYED,Airplane,N5337B,CESSNA,182,No,1.0,RECIPROCATING,Part 91: General Aviation,,SKYDIVING,,0.0,0.0,0.0,5.0,VMC,CRUISE,Probable Cause,10-12-2014,5.0,Small,1
20021004X05280,Accident,NYC02FA200,2002-09-30,"West Creek, NJ",United States,39.665278,-74.308056,31E,Eagles Nest Airport,MOONEY M20E,Fatal(1),DESTROYED,Airplane,N5556Q,MOONEY,M20E,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,1.0,0.0,0.0,0.0,VMC,TAKEOFF,Probable Cause,13-05-2003,1.0,Small,1
20021024X05379,Accident,ANC03CA004,2002-10-20,"WASILLA, AK",United States,61.571389,-149.540555,PAWS,WASILLA,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N1302D,CESSNA,180,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,01-04-2003,1.0,Small,0
20021030X05407,Accident,ANC03CA006,2002-10-25,"ANCHORAGE, AK",United States,61.186944,-149.965278,Z41,Lake Hood Strip,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N5244D,CESSNA,180,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,TAXI,Probable Cause,29-04-2003,1.0,Small,0
20021106X05437,Accident,FTW03WA021,2002-10-28,"CARABALLEDA, Venezuela",Venezuela,10.8375,-66.506111,,,PIPER PA-34-200T,Fatal(4),DESTROYED,Airplane,,PIPER,PA-34-200T,No,,NAN,"Non-U.S., Non-Commercial",,PERSONAL,,4.0,0.0,0.0,0.0,IMC,NAN,Foreign,,4.0,Small,1
20021106X05438,Accident,FTW03WA032,2002-11-03,"CAMBITA, Dominican Republic",Dominican Republic,10.8375,-69.919445,,,PIPER PA-31-350,Fatal(1),DESTROYED,Airplane,N74946,PIPER,PA-31-350,No,,NAN,Part 91: General Aviation,,PERSONAL,,1.0,2.0,0.0,0.0,VMC,NAN,Foreign,,3.0,Small,1
20021122X05510,Accident,CHI03CA022,2002-11-17,"ALBION, MI",United States,42.266667,-84.716667,---,,TAYLORCRAFT BC12-D,Non-Fatal,SUBSTANTIAL,Airplane,N5066M,TAYLORCRAFT,BC12-D,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,1.0,1.0,VMC,MANEUVERING,Probable Cause,13-05-2003,2.0,Small,0
20021226X05636,Accident,MIA03FA034,2002-12-25,"MANTEO, NC",United States,35.900556,-75.733333,,,CESSNA 208B,Fatal(1),SUBSTANTIAL,Airplane,N1122Y,CESSNA,208B,No,1.0,TURBOPROP,Part 91: General Aviation,,POSITIONING,,1.0,0.0,0.0,0.0,IMC,APPROACH,Probable Cause,25-04-2014,1.0,Small,0
20030106X00019,Accident,MIA03CA037,2002-12-26,"TALLAHASSEE, FL",United States,30.396389,-84.333611,TLH,TALLAHASSEE REGIONAL,PIPER PA-30,Non-Fatal,SUBSTANTIAL,Airplane,N752CF,PIPER,PA-30,No,2.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,STANDING,Probable Cause,18-04-2003,1.0,Small,0
20030127X00114,Accident,FTW03FA089,2003-01-24,"San Angelo, TX",United States,31.358333,-100.612778,TS65,Ducote Airpark,CESSNA 208B,Non-Fatal,DESTROYED,Airplane,N944FE,CESSNA,208B,No,1.0,TURBOPROP,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,2.0,0.0,0.0,VMC,MANEUVERING,Probable Cause,28-10-2011,2.0,Small,1
20090512X15548,Accident,ENG03RA010,2003-02-13,"Caqueta Province, Colombia",Colombia,,,,,CESSNA 208,Non-Fatal,DESTROYED,Airplane,N1116G,CESSNA,208,No,1.0,TURBOPROP,Public Use,,PUBLIC AIRCRAFT - FEDERAL,,0.0,0.0,3.0,0.0,VMC,NAN,Foreign,10-06-2009,3.0,Small,1
20030325X00386,Accident,ATL03FA064,2003-03-21,"Monroe, GA",United States,33.866667,-83.730556,,,CESSNA 172S,Fatal(2),DESTROYED,Airplane,N219ME,CESSNA,172S,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,2.0,0.0,0.0,0.0,VMC,MANEUVERING,Probable Cause,02-07-2009,2.0,Small,1
20030730X01222,Accident,IAD03CA044,2003-03-27,"CLEVELAND, OH",United States,41.517778,-81.683333,CGF,Cuyahoga County,CESSNA 172S,Non-Fatal,SUBSTANTIAL,Airplane,N613SP,CESSNA,172S,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,30-09-2003,1.0,Small,0
20030407X00443,Incident,ATL03IA073,2003-04-01,"Eufaula, AL",United States,31.951111,-85.128889,EUF,Weedon Field,CESSNA 182P,Incident,MINOR,Airplane,N696SP,CESSNA,182P,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,3.0,VMC,CRUISE,Probable Cause,05-02-2013,3.0,Small,0
20030416X00514,Accident,MIA03CA095,2003-04-13,"OLIVE BRANCH, MS",United States,34.978889,-89.786944,KOLV,Olive Branch Airport,CESSNA 152,Non-Fatal,SUBSTANTIAL,Airplane,N757AZ,CESSNA,152,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,2.0,VMC,APPROACH,Probable Cause,30-12-2003,2.0,Small,0
20030513X00648,Accident,MIA03CA103,2003-05-03,"MADISON, MS",United States,32.441666,-90.100833,,,PIPER PA-22-150,Non-Fatal,SUBSTANTIAL,Airplane,N175W,PIPER,PA-22-150,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,23-07-2003,1.0,Small,0
20030605X00785,Accident,MIA03CA113,2003-05-27,"PLANT CITY, FL",United States,28.000278,-82.164167,KPCM,Plant City Municipal Airport,CESSNA 120,Non-Fatal,SUBSTANTIAL,Airplane,N76494,CESSNA,120,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,1.0,0.0,VMC,LANDING,Probable Cause,30-12-2003,1.0,Small,0
20030711X01071,Accident,LAX03CA203,2003-06-12,"LINCOLN, CA",United States,38.909167,-121.351111,LHM,Lincoln Regional Airport,MOONEY M20J,Non-Fatal,SUBSTANTIAL,Airplane,N1156N,MOONEY,M20J,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,30-09-2003,1.0,Small,0
20030701X00995,Accident,SEA03CA102,2003-06-14,"SILVER CITY, MT",United States,46.749166,-112.180278,MT18,SILVER CITY,PIPER PA-18,Non-Fatal,SUBSTANTIAL,Airplane,N82946,PIPER,PA-18,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,GO-AROUND,Probable Cause,30-09-2003,2.0,Small,0
20030625X00951,Accident,MIA03FA124B,2003-06-17,"Deerfield Beach, FL",United States,26.3,-80.05,,,CESSNA 182Q,Fatal(5),DESTROYED,Airplane,N759XA,CESSNA,182Q,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,5.0,0.0,0.0,0.0,VMC,CRUISE,Probable Cause,21-04-2016,5.0,Small,1
20030625X00951,Accident,MIA03FA124A,2003-06-17,"Deerfield Beach, FL",United States,26.3,-80.05,,,CESSNA 172N,Fatal(5),DESTROYED,Airplane,N4903F,CESSNA,172N,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,5.0,0.0,0.0,0.0,VMC,CRUISE,Probable Cause,21-04-2016,5.0,Small,1
20030707X01026,Accident,MIA03CA125,2003-06-18,"MELBOURNE, FL",United States,28.109722,-80.737777,MLB,MELBOURNE REGIONAL,CESSNA 172S,Non-Fatal,SUBSTANTIAL,Airplane,N53352,CESSNA,172S,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,30-09-2003,1.0,Small,0
20030731X01243,Accident,SEA03CA112,2003-06-19,"WOODLAND, WA",United States,45.901667,-122.743055,WA71,WOODLAND STATE,CESSNA 177,Non-Fatal,SUBSTANTIAL,Airplane,N2279Y,CESSNA,177,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,TAKEOFF,Probable Cause,25-11-2003,2.0,Small,0
20030722X01175,Accident,LAX03CA208,2003-06-22,"OVERTON, NV",United States,36.777778,-114.375,U08,Perkins Field Airport,CESSNA 172K,Non-Fatal,SUBSTANTIAL,Airplane,N7342G,CESSNA,172K,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,3.0,VMC,GO-AROUND,Probable Cause,30-09-2003,3.0,Small,0
20030728X01206,Accident,IAD03CA060,2003-06-28,"ATLANTIC CITY, NJ",United States,39.36,-74.46,,,BELLANCA 7GCBC,Non-Fatal,SUBSTANTIAL,Airplane,N4133Y,BELLANCA,7GCBC,No,1.0,RECIPROCATING,Part 91: General Aviation,,OTHER WORK USE,,0.0,0.0,1.0,0.0,VMC,CRUISE,Probable Cause,30-09-2003,1.0,Small,0
20030903X01439,Accident,FTW03WA183,2003-07-03,"BAHIA BALLENA, COSTA RICA",Costa Rica,10.116667,-83.55,,,CESSNA 208B,Non-Fatal,SUBSTANTIAL,Airplane,,CESSNA,208B,No,,NAN,"Non-U.S., Commercial",SCHD,NAN,,0.0,0.0,13.0,0.0,VMC,NAN,Foreign,,13.0,Small,0
20031001X01635,Accident,FTW03WA185,2003-07-08,"TURPO, PERU",Peru,-12.504167,-75.207222,,,CESSNA 208B,Non-Fatal,SUBSTANTIAL,Airplane,,CESSNA,208B,No,,NAN,"Non-U.S., Commercial",SCHD,NAN,,0.0,0.0,0.0,12.0,VMC,NAN,Foreign,,12.0,Small,0
20030814X01334,Accident,LAX03CA248,2003-07-10,"PHOENIX, AZ",United States,33.688333,-112.0825,KDVT,Deer Valley,CESSNA 172S,Non-Fatal,SUBSTANTIAL,Airplane,N787WW,CESSNA,172S,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,25-11-2003,1.0,Small,0
20030731X01238,Accident,NYC03CA156,2003-07-12,"UTICA, OH",United States,40.244166,-82.551389,4I3,Knox County Airport,MOONEY M20C,Non-Fatal,SUBSTANTIAL,Airplane,N33WL,MOONEY,M20C,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,1.0,0.0,VMC,CRUISE,Probable Cause,24-01-2005,1.0,Small,0
20030811X01304,Accident,ANC03CA077,2003-07-12,"TALKEETNA, AK",United States,61.756944,-150.052778,,,PIPER PA-18,Non-Fatal,SUBSTANTIAL,Airplane,N83272,PIPER,PA-18,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,25-11-2003,1.0,Small,0
20030812X01308,Accident,ANC03CA080,2003-07-17,"TALKEETNA, AK",United States,62.320556,-150.093611,,,PIPER PA-18,Non-Fatal,SUBSTANTIAL,Airplane,N83582,PIPER,PA-18,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,LANDING,Probable Cause,25-11-2003,2.0,Small,0
20030814X01335,Accident,LAX03CA247,2003-07-20,"LIVERMORE, CA",United States,37.693333,-121.820278,LVK,"Livermore, CA",CESSNA 172N,Non-Fatal,SUBSTANTIAL,Airplane,N73857,CESSNA,172N,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,25-11-2003,1.0,Small,0
20030806X01276,Accident,ANC03CA081,2003-07-21,"ANCHORAGE, AK",United States,61.186944,-149.965278,PAMR,MERRILL FIELD,CESSNA 140,Non-Fatal,SUBSTANTIAL,Airplane,N72860,CESSNA,140,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,LANDING,Probable Cause,25-11-2003,2.0,Small,0
20030910X01510,Accident,NYC03CA167,2003-07-25,"PLAINFIELD, CT",United States,41.690277,-72.864722,4B8,Robertson Field,CESSNA 172P,Non-Fatal,SUBSTANTIAL,Airplane,N62152,CESSNA,172P,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,02-03-2004,1.0,Small,0
20030911X01516,Accident,MIA03CA148,2003-07-25,"OLIVE BRANCH, MS",United States,34.978611,-89.786944,,,CESSNA 172S,Non-Fatal,SUBSTANTIAL,Airplane,N970SP,CESSNA,172S,No,1.0,RECIPROCATING,Part 91: General Aviation,,INSTRUCTIONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,25-11-2003,1.0,Small,0
20030929X01611,Accident,SEA03CA155,2003-07-27,"SCHAFER, MT",United States,48.087222,-113.250833,8U2,SCHAFER /USFS/,CESSNA 170B,Non-Fatal,SUBSTANTIAL,Airplane,N1979C,CESSNA,170B,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,2.0,1.0,VMC,TAKEOFF,Probable Cause,25-11-2003,3.0,Small,0
20030822X01386,Accident,LAX03CA249,2003-07-31,"ST. JOHNS, AZ",United States,34.518334,-109.378611,SJN,St. Johns Industrial Airpark,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N2935A,CESSNA,180,No,1.0,RECIPROCATING,Part 91: General Aviation,,UNKNOWN,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,25-11-2003,1.0,Small,0
20030912X01532,Accident,ANC03CA090,2003-08-06,"SEWARD, AK",United States,60.016667,-148.508333,,,PIPER PA-18,Non-Fatal,SUBSTANTIAL,Airplane,N9668P,PIPER,PA-18,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,LANDING,Probable Cause,25-11-2003,1.0,Small,0
20030912X01531,Accident,ANC03CA089,2003-08-06,"ILIAMNA, AK",United States,59.200556,-154.933889,,,CESSNA 185,Non-Fatal,SUBSTANTIAL,Airplane,N185TB,CESSNA,185,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,3.0,VMC,TAKEOFF,Probable Cause,25-11-2003,3.0,Small,0
20030829X01432,Accident,MIA03CA158,2003-08-07,"ORLANDO, FL",United States,28.545277,-81.332778,ORL,Orlando Executive,CESSNA 172S,Non-Fatal,SUBSTANTIAL,Airplane,N775SP,CESSNA,172S,No,1.0,RECIPROCATING,Part 91: General Aviation,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,TAKEOFF,Probable Cause,25-11-2003,1.0,Small,0
